count	sca	fr	to	real_fr	real_to	strand	evalue	hmmlen	len_cds
1	PIZI01000025.1	2418060	2418990	2418003	2419011	+	6.2e-191	916	1008
2	PIZI01000025.1	2418060	2418990	2418060	2419011	+	6.2e-191	916	951
3	PIZI01000040.1	9865516	9864592	9865572	9864519	-	6.1e-150	900	1053
4	PIZI01000051.1	315764	316716	315748	316732	+	5.9e-209	918	984
5	PIZI01000051.1	349786	350740	349770	350754	+	1.4e-206	919	984
6	PIZI01000051.1	299514	300465	299498	300518	+	7.5e-206	915	1020
7	PIZI01000051.1	299514	300465	299522	300518	+	7.5e-206	915	996
8	PIZI01000051.1	299514	300465	299558	300518	+	7.5e-206	915	960
9	PIZI01000051.1	332042	332983	331986	333012	+	3.8e-204	906	1026
10	PIZI01000051.1	332042	332983	332025	333012	+	3.8e-204	906	987
11	PIZI01000051.1	289431	290391	289411	290410	+	1.6e-202	914	999
12	PIZI01000051.1	289431	290391	289420	290410	+	1.6e-202	914	990
13	PIZI01000051.1	459560	460518	459543	460542	+	3e-199	918	999
14	PIZI01000051.1	459560	460518	459630	460542	+	3e-199	918	912
15	PIZI01000051.1	459560	460518	459642	460542	+	3e-199	918	900
16	PIZI01000051.1	450006	450962	449989	450976	+	1.2e-198	917	987
17	PIZI01000051.1	450006	450962	450076	450976	+	1.2e-198	917	900
18	PIZI01000051.1	450006	450962	450103	450976	+	1.2e-198	917	873
19	PIZI01000051.1	437428	438384	437411	438398	+	3e-196	916	987
20	PIZI01000051.1	437428	438384	437498	438398	+	3e-196	916	900
21	PIZI01000051.1	46506	47452	46487	47459	+	1.3e-193	916	972
22	PIZI01000051.1	46506	47452	46574	47459	+	1.3e-193	916	885
23	PIZI01000051.1	369262	370217	369255	370242	+	3.4e-193	923	987
24	PIZI01000051.1	369262	370217	369330	370242	+	3.4e-193	923	912
25	PIZI01000051.1	270495	271440	270479	271406	+	1.9e-192	904	927
26	PIZI01000051.1	270495	271440	270503	271406	+	1.9e-192	904	903
27	PIZI01000051.1	397320	398264	397313	398291	+	5.6e-185	908	978
28	PIZI01000051.1	397320	398264	397397	398291	+	5.6e-185	908	894
29	PIZI01000051.1	250943	251893	250936	251920	+	3.6e-176	903	984
30	PIZI01000051.1	250943	251893	250996	251920	+	3.6e-176	903	924
31	PIZI01000051.1	541408	542360	541284	542376	+	5.8e-158	912	1092
32	PIZI01000051.1	541408	542360	541320	542376	+	5.8e-158	912	1056
33	PIZI01000051.1	541408	542360	541431	542376	+	5.8e-158	912	945
34	PIZI01000051.1	541408	542360	541476	542376	+	5.8e-158	912	900
35	PIZI01000051.1	555513	556453	555425	556484	+	4.7e-143	907	1059
36	PIZI01000051.1	555513	556453	555482	556484	+	4.7e-143	907	1002
37	PIZI01000071.1	506396	505473	506449	505465	-	1.7e-185	916	984
38	PIZI01000071.1	506396	505473	506392	505465	-	1.7e-185	916	927
39	PIZI01000071.1	506396	505473	506365	505465	-	1.7e-185	916	900
40	PIZI01000071.1	431100	430186	431153	430184	-	1.6e-178	904	969
41	PIZI01000071.1	431100	430186	431129	430184	-	1.6e-178	904	945
42	PIZI01000071.1	431100	430186	431123	430184	-	1.6e-178	904	939
43	PIZI01000071.1	431100	430186	431108	430184	-	1.6e-178	904	924
44	PIZI01000071.1	431100	430186	431099	430184	-	1.6e-178	904	915
45	PIZI01000118.1	347830	348762	347776	348769	+	1.8e-184	927	993
46	PIZI01000118.1	347830	348762	347812	348769	+	1.8e-184	927	957
47	PIZI01000118.1	347830	348762	347830	348769	+	1.8e-184	927	939
48	PIZI01000118.1	347830	348762	347893	348769	+	1.8e-184	927	876
49	PIZI01000118.1	124060	123134	124059	123138	-	7.5e-172	925	921
50	PIZI01000118.1	102536	103464	102494	103451	+	1.9e-152	916	957
51	PIZI01000118.1	102536	103464	102536	103451	+	1.9e-152	916	915
52	PIZI01000118.1	186488	187415	186419	187406	+	3.8e-149	915	987
53	PIZI01000118.1	186488	187415	186488	187406	+	3.8e-149	915	918
54	PIZI01000118.1	254662	253723	254730	253713	-	7.9e-141	905	1017
55	PIZI01000118.1	254662	253723	254661	253713	-	7.9e-141	905	948
56	PIZI01000118.1	254662	253723	254658	253713	-	7.9e-141	905	945
57	PIZI01000118.1	307508	306608	307507	306628	-	1e-135	903	879
58	PIZI01000118.1	236479	237421	236493	237402	+	5.1e-128	904	909
59	PIZI01000118.1	320065	321037	319999	321070	+	7.7e-125	916	1071
60	PIZI01000118.1	320065	321037	320065	321070	+	7.7e-125	916	1005
61	PIZI01000118.1	379560	380526	379498	380470	+	7e-98	839	972
62	PIZI01000216.1	97653	96730	97760	96737	-	1.3e-188	911	1023
63	PIZI01000216.1	97653	96730	97706	96737	-	1.3e-188	911	969
64	PIZI01000216.1	97653	96730	97682	96737	-	1.3e-188	911	945
65	PIZI01000216.1	97653	96730	97676	96737	-	1.3e-188	911	939
66	PIZI01000216.1	97653	96730	97661	96737	-	1.3e-188	911	924
67	PIZI01000216.1	97653	96730	97652	96737	-	1.3e-188	911	915
68	PIZI01000813.1	19718	20501	19702	20590	+	8.9e-172	745	888
69	PIZI01001644.1	10709	11646	10786	11671	+	4.9e-167	903	885
70	PIZI01002284.1	15457	16395	15388	16354	+	4.4e-157	908	966
71	PIZI01002284.1	15457	16395	15454	16354	+	4.4e-157	908	900
