count	sca	fr	to	real_fr	real_to	strand	evalue	hmmlen	len_cds
1	JAAOOA010000002.1	35429043	35429990	35429043	35429982	+	2.4e-137	933	939
2	JAAOOA010000002.1	35429043	35429990	35429058	35429982	+	2.4e-137	933	924
3	JAAOOA010000002.1	35429043	35429990	35429070	35429982	+	2.4e-137	933	912
4	JAAOOA010000002.1	35439549	35440487	35439538	35440474	+	1.6e-116	899	936
5	JAAOOA010000002.1	35480664	35481602	35480653	35481589	+	1.6e-116	899	936
6	JAAOOA010000002.1	35547789	35548754	35547903	35548839	+	2.3e-91	926	936
7	JAAOOA010000002.1	35547789	35548754	35547963	35548839	+	2.3e-91	926	876
8	JAAOOA010000002.1	35531709	35532675	35531706	35532681	+	1e-90	926	975
9	JAAOOA010000033.1	7132590	7131643	7132608	7131642	-	2.2e-83	924	966
10	JAAOOA010000033.1	7148674	7147729	7148692	7147696	-	1.3e-78	925	996
11	JAAOOA010000033.1	7156966	7156013	7156974	7156020	-	4.5e-76	929	954
12	JAAOOA010000079.1	790592	789669	790592	789677	-	2.4e-125	916	915
13	JAAOOA010000100.1	188301	187363	188301	187356	-	3.9e-156	931	945
14	JAAOOA010000100.1	188301	187363	188241	187356	-	3.9e-156	931	885
15	JAAOOA010000100.1	18093	19030	18092	19037	+	4.9e-155	931	945
16	JAAOOA010000100.1	18093	19030	18128	19037	+	4.9e-155	931	909
17	JAAOOA010000100.1	26171	27108	26170	27115	+	4.9e-155	931	945
18	JAAOOA010000100.1	26171	27108	26206	27115	+	4.9e-155	931	909
19	JAAOOA010000100.1	93585	92647	93585	92616	-	3.4e-140	927	969
20	JAAOOA010000100.1	168929	167984	168929	167978	-	4.8e-138	931	951
21	JAAOOA010000100.1	90160	89222	90160	89215	-	1.1e-137	926	945
22	JAAOOA010000100.1	173273	172322	173291	172328	-	3.2e-134	931	963
23	JAAOOA010000100.1	173273	172322	173273	172328	-	3.2e-134	931	945
24	JAAOOA010000116.1	26283378	26282432	26283381	26282436	-	4.3e-193	936	945
25	JAAOOA010000116.1	23035602	23036548	23035598	23036543	+	4.6e-192	936	945
26	JAAOOA010000116.1	15094559	15095517	15094555	15095488	+	1.7e-166	925	933
27	JAAOOA010000116.1	15094559	15095517	15094558	15095488	+	1.7e-166	925	930
28	JAAOOA010000116.1	15094559	15095517	15094582	15095488	+	1.7e-166	925	906
29	JAAOOA010000116.1	15112380	15113337	15112402	15113308	+	7.5e-163	907	906
30	JAAOOA010000116.1	18998965	18999918	18998964	18999927	+	3.8e-159	942	963
31	JAAOOA010000116.1	18998965	18999918	18999003	18999927	+	3.8e-159	942	924
32	JAAOOA010000116.1	19012525	19013450	19012562	19013456	+	1.9e-154	907	894
33	JAAOOA010000116.1	15125279	15126228	15125278	15126208	+	3.8e-154	915	930
34	JAAOOA010000116.1	15125279	15126228	15125332	15126208	+	3.8e-154	915	876
35	JAAOOA010000116.1	15051730	15052654	15051714	15052677	+	8.6e-139	917	963
36	JAAOOA010000116.1	15092392	15093324	15092391	15093300	+	2.7e-138	908	909
37	JAAOOA010000116.1	19031301	19032228	19031266	19032235	+	3.6e-127	927	969
38	JAAOOA010000116.1	19031301	19032228	19031296	19032235	+	3.6e-127	927	939
39	JAAOOA010000170.1	482423	483362	482422	483355	+	5.6e-214	934	933
40	JAAOOA010000170.1	482423	483362	482455	483355	+	5.6e-214	934	900
41	JAAOOA010000170.1	367740	368669	367739	368696	+	2.2e-211	938	957
42	JAAOOA010000189.1	491070	490124	491073	490128	-	2.5e-191	936	945
43	JAAOOA010000220.1	401469	402404	401430	402417	+	1.1e-237	940	987
44	JAAOOA010000220.1	367960	367020	367963	367006	-	1.5e-236	945	957
45	JAAOOA010000220.1	367960	367020	367960	367006	-	1.5e-236	945	954
46	JAAOOA010000220.1	326736	325802	326748	325809	-	1.5e-219	942	939
47	JAAOOA010000220.1	326736	325802	326736	325809	-	1.5e-219	942	927
48	JAAOOA010000268.1	92499	91553	92502	91557	-	1.2e-194	936	945
49	JAAOOA010000268.1	134676	135611	134675	135611	+	2.1e-160	941	936
50	JAAOOA010000280.1	173532	174470	173519	174470	+	2e-147	927	951
51	JAAOOA010000547.1	219999	220945	219995	220940	+	3.6e-192	936	945
52	JAAOOA010000639.1	24709	23765	24712	23767	-	4.7e-163	931	945
53	JAAOOA010000639.1	24709	23765	24709	23767	-	4.7e-163	931	942
54	JAAOOA010000639.1	24709	23765	24682	23767	-	4.7e-163	931	915
55	JAAOOA010000639.1	24709	23765	24643	23767	-	4.7e-163	931	876
56	JAAOOA010000700.1	211579	212519	211575	212532	+	4.9e-236	944	957
57	JAAOOA010000700.1	211579	212519	211578	212532	+	4.9e-236	944	954
58	JAAOOA010000711.1	198759	199705	198755	199700	+	3.7e-196	936	945
59	JAAOOA010000711.1	120273	121202	120272	121193	+	4.4e-156	924	921
60	JAAOOA010000738.1	126448	125502	126451	125506	-	3.8e-191	936	945
61	JAAOOA010000738.1	144429	145364	144428	145364	+	2.2e-161	941	936
62	JAAOOA010000738.1	231067	230132	231067	230131	-	2.2e-161	941	936
63	JAAOOA010000760.1	16949	16011	16961	16010	-	4.6e-143	927	951
64	JAAOOA010000768.1	70154	71094	70150	71107	+	2.8e-235	945	957
65	JAAOOA010000768.1	70154	71094	70153	71107	+	2.8e-235	945	954
66	JAAOOA010000768.1	17217	16277	17220	16263	-	6.8e-235	945	957
67	JAAOOA010000768.1	17217	16277	17217	16263	-	6.8e-235	945	954
68	JAAOOA010000768.1	13203	12268	13206	12264	-	3e-234	935	942
69	JAAOOA010000768.1	13203	12268	13203	12264	-	3e-234	935	939
70	JAAOOA010000768.1	171241	172175	171228	172167	+	4.9e-226	943	939
71	JAAOOA010000768.1	171241	172175	171240	172167	+	4.9e-226	943	927
72	JAAOOA010000768.1	178734	179667	178721	179594	+	1.7e-214	943	873
73	JAAOOA010000768.1	96674	97608	96669	97617	+	7.5e-208	928	948
74	JAAOOA010000887.1	149866	150812	149862	150807	+	4.2e-191	936	945
75	JAAOOA010000893.1	177186	176246	177189	176232	-	6.8e-235	945	957
76	JAAOOA010000893.1	177186	176246	177186	176232	-	6.8e-235	945	954
77	JAAOOA010000893.1	124631	123691	124634	123677	-	1.3e-234	945	957
78	JAAOOA010000893.1	124631	123691	124631	123677	-	1.3e-234	945	954
79	JAAOOA010000925.1	162482	163420	162469	163420	+	3.1e-143	927	951
80	JAAOOA010000925.1	37289	38212	37276	38212	+	3e-127	927	936
81	JAAOOA010000949.1	117255	118201	117251	118196	+	3.7e-196	936	945
82	JAAOOA010000949.1	101055	101979	101091	101970	+	1.7e-153	925	879
83	JAAOOA010000949.1	101055	101979	101097	101970	+	1.7e-153	925	873
84	JAAOOA010000967.1	59531	58601	59561	58604	-	3.3e-222	938	957
85	JAAOOA010000967.1	59531	58601	59531	58604	-	3.3e-222	938	927
86	JAAOOA010000967.1	59531	58601	59528	58604	-	3.3e-222	938	924
87	JAAOOA010000967.1	22103	21169	22103	21182	-	5.8e-212	937	921
