count	sca	fr	to	real_fr	real_to	strand	evalue	hmmlen	len_cds
1	FYBX02009567.1	351180	352164	351167	352154	+	0.0	966	987
2	FYBX02009567.1	351180	352164	351179	352154	+	0.0	966	975
3	FYBX02009567.1	351180	352164	351242	352154	+	0.0	966	912
4	FYBX02009567.1	254219	253228	254282	253238	-	1.1e-306	965	1044
5	FYBX02009567.1	254219	253228	254222	253238	-	1.1e-306	965	984
6	FYBX02009567.1	254219	253228	254147	253238	-	1.1e-306	965	909
7	FYBX02009973.1	553505	554532	553447	554551	+	0.0	989	1104
8	FYBX02009973.1	553505	554532	553492	554551	+	0.0	989	1059
9	FYBX02009973.1	553505	554532	553501	554551	+	0.0	989	1050
10	FYBX02009973.1	553505	554532	553504	554551	+	0.0	989	1047
11	FYBX02009973.1	553505	554532	553537	554551	+	0.0	989	1014
12	FYBX02009973.1	553505	554532	553621	554551	+	0.0	989	930
13	FYBX02009973.1	576730	577700	576717	577737	+	0.0	970	1020
14	FYBX02009973.1	576730	577700	576729	577737	+	0.0	970	1008
15	FYBX02009973.1	609070	610039	609057	610077	+	0.0	970	1020
16	FYBX02009973.1	609070	610039	609069	610077	+	0.0	970	1008
17	FYBX02010328.1	354679	355658	354689	355646	+	5.8e-226	963	957
18	FYBX02010490.1	282210	281209	282222	281214	-	3.8e-228	984	1008
19	FYBX02010490.1	282210	281209	282159	281214	-	3.8e-228	984	945
