count	sca	fr	to	real_fr	real_to	strand	evalue	hmmlen	len_cds
1	JAAOOA010000002.1	35531715	35532654	35531706	35532681	+	2.6e-171	928	975
2	JAAOOA010000002.1	35547796	35548734	35547903	35548839	+	4.1e-169	921	936
3	JAAOOA010000002.1	35547796	35548734	35547963	35548839	+	4.1e-169	921	876
4	JAAOOA010000002.1	35439613	35440471	35439538	35440474	+	3e-89	828	936
5	JAAOOA010000002.1	35480728	35481586	35480653	35481589	+	3e-89	828	936
6	JAAOOA010000002.1	35429127	35429975	35429043	35429982	+	1.2e-79	827	939
7	JAAOOA010000002.1	35429127	35429975	35429058	35429982	+	1.2e-79	827	924
8	JAAOOA010000002.1	35429127	35429975	35429070	35429982	+	1.2e-79	827	912
9	JAAOOA010000033.1	7132575	7131643	7132608	7131642	-	1.2e-76	913	966
10	JAAOOA010000033.1	7148659	7147729	7148692	7147696	-	4.1e-69	913	996
11	JAAOOA010000033.1	7156948	7156022	7156974	7156020	-	2.8e-68	908	954
12	JAAOOA010000100.1	18101	19029	18092	19037	+	7.7e-151	899	945
13	JAAOOA010000100.1	18101	19029	18128	19037	+	7.7e-151	899	909
14	JAAOOA010000100.1	26179	27107	26170	27115	+	7.7e-151	899	945
15	JAAOOA010000100.1	26179	27107	26206	27115	+	7.7e-151	899	909
16	JAAOOA010000100.1	90160	89227	90160	89215	-	1.7e-146	923	945
17	JAAOOA010000100.1	168929	167991	168929	167978	-	2.4e-141	931	951
18	JAAOOA010000100.1	188301	187364	188301	187356	-	1.7e-140	927	945
19	JAAOOA010000100.1	188301	187364	188241	187356	-	1.7e-140	927	885
20	JAAOOA010000100.1	93585	92662	93585	92616	-	6e-140	914	969
21	JAAOOA010000100.1	173273	172335	173291	172328	-	1.6e-134	930	963
22	JAAOOA010000100.1	173273	172335	173273	172328	-	1.6e-134	930	945
23	JAAOOA010000116.1	26283334	26282484	26283381	26282436	-	1e-59	827	945
24	JAAOOA010000116.1	23035646	23036496	23035598	23036543	+	4.7e-56	827	945
25	JAAOOA010000116.1	15051806	15052394	15051714	15052677	+	3e-50	552	963
26	JAAOOA010000116.1	15094562	15095476	15094555	15095488	+	1.1e-48	790	933
27	JAAOOA010000116.1	15094562	15095476	15094558	15095488	+	1.1e-48	790	930
28	JAAOOA010000116.1	15094562	15095476	15094582	15095488	+	1.1e-48	790	906
29	JAAOOA010000116.1	15125374	15126197	15125278	15126208	+	3.8e-48	788	930
30	JAAOOA010000116.1	15125374	15126197	15125332	15126208	+	3.8e-48	788	876
31	JAAOOA010000116.1	18999195	18999895	18998964	18999927	+	1.1e-47	666	963
32	JAAOOA010000116.1	18999195	18999895	18999003	18999927	+	1.1e-47	666	924
33	JAAOOA010000116.1	15112463	15113295	15112402	15113308	+	7.1e-46	789	906
34	JAAOOA010000116.1	19012754	19013457	19012562	19013456	+	3.5e-42	675	894
35	JAAOOA010000170.1	482423	483166	482422	483355	+	1.6e-79	727	933
36	JAAOOA010000170.1	482423	483166	482455	483355	+	1.6e-79	727	900
37	JAAOOA010000170.1	367740	368465	367739	368696	+	2.1e-77	725	957
38	JAAOOA010000189.1	491026	490176	491073	490128	-	4.2e-56	827	945
39	JAAOOA010000220.1	326736	325828	326748	325809	-	1.5e-71	886	939
40	JAAOOA010000220.1	326736	325828	326736	325809	-	1.5e-71	886	927
41	JAAOOA010000220.1	367884	367040	367963	367006	-	8.1e-66	802	957
42	JAAOOA010000220.1	367884	367040	367960	367006	-	8.1e-66	802	954
43	JAAOOA010000220.1	401562	402384	401430	402417	+	6.7e-65	801	987
44	JAAOOA010000268.1	92455	91605	92502	91557	-	4.6e-59	827	945
45	JAAOOA010000547.1	220023	220893	219995	220940	+	3.8e-56	827	945
46	JAAOOA010000639.1	24709	23771	24712	23767	-	2.1e-136	930	945
47	JAAOOA010000639.1	24709	23771	24709	23767	-	2.1e-136	930	942
48	JAAOOA010000639.1	24709	23771	24682	23767	-	2.1e-136	930	915
49	JAAOOA010000639.1	24709	23771	24643	23767	-	2.1e-136	930	876
50	JAAOOA010000700.1	211673	212497	211575	212532	+	9.4e-66	801	957
51	JAAOOA010000700.1	211673	212497	211578	212532	+	9.4e-66	801	954
52	JAAOOA010000711.1	198803	199653	198755	199700	+	1.4e-57	827	945
53	JAAOOA010000738.1	126404	125573	126451	125506	-	1.4e-58	827	945
54	JAAOOA010000768.1	171241	172149	171228	172167	+	9.8e-77	886	939
55	JAAOOA010000768.1	171241	172149	171240	172167	+	9.8e-77	886	927
56	JAAOOA010000768.1	96696	97395	96669	97617	+	4.5e-73	666	948
57	JAAOOA010000768.1	178734	179603	178721	179594	+	5e-67	866	873
58	JAAOOA010000768.1	13127	12284	13206	12264	-	1.5e-66	801	942
59	JAAOOA010000768.1	13127	12284	13203	12264	-	1.5e-66	801	939
60	JAAOOA010000768.1	17123	16297	17220	16263	-	1.8e-66	802	957
61	JAAOOA010000768.1	17123	16297	17217	16263	-	1.8e-66	802	954
62	JAAOOA010000768.1	70230	71061	70150	71107	+	1.5e-63	785	957
63	JAAOOA010000768.1	70230	71061	70153	71107	+	1.5e-63	785	954
64	JAAOOA010000887.1	149890	150760	149862	150807	+	2.5e-56	827	945
65	JAAOOA010000893.1	177092	176266	177189	176232	-	1.8e-66	802	957
66	JAAOOA010000893.1	177092	176266	177186	176232	-	1.8e-66	802	954
67	JAAOOA010000893.1	124537	123711	124634	123677	-	1.3e-65	802	957
68	JAAOOA010000893.1	124537	123711	124631	123677	-	1.3e-65	802	954
69	JAAOOA010000949.1	117299	118149	117251	118196	+	1.4e-57	827	945
70	JAAOOA010000967.1	22103	21324	22103	21182	-	6.7e-73	743	921
71	JAAOOA010000967.1	59489	58788	59561	58604	-	9.9e-69	663	957
72	JAAOOA010000967.1	59489	58788	59531	58604	-	9.9e-69	663	927
73	JAAOOA010000967.1	59489	58788	59528	58604	-	9.9e-69	663	924
74	JAAOOA010001020.1	91620	92470	91572	92517	+	4.7e-56	827	945
75	JAAOOA010001102.1	31362	30541	31448	30491	-	1.6e-51	801	957
76	JAAOOA010001102.1	31362	30541	31445	30491	-	1.6e-51	801	954
77	JAAOOA010001212.1	75773	76578	75675	76638	+	1.3e-66	785	963
78	JAAOOA010001212.1	75773	76578	75678	76638	+	1.3e-66	785	960
79	JAAOOA010001212.1	75773	76578	75762	76638	+	1.3e-66	785	876
80	JAAOOA010001212.1	61205	62011	61107	62064	+	6.1e-63	785	957
81	JAAOOA010001212.1	61205	62011	61110	62064	+	6.1e-63	785	954
82	JAAOOA010001367.1	45618	44768	45665	44720	-	1.6e-60	827	945
83	JAAOOA010001484.1	16440	15702	16487	15578	-	6e-59	710	909
84	JAAOOA010003553.1	21865	22644	21864	22737	+	1.4e-71	744	873
