count	sca	fr	to	real_fr	real_to	strand	evalue	hmmlen	len_cds
1	JAAOOA010000002.1	35429043	35429990	35429043	35429982	+	3.5e-141	937	939
2	JAAOOA010000002.1	35429043	35429990	35429058	35429982	+	3.5e-141	937	924
3	JAAOOA010000002.1	35429043	35429990	35429070	35429982	+	3.5e-141	937	912
4	JAAOOA010000002.1	35439547	35440489	35439538	35440474	+	3.5e-121	903	936
5	JAAOOA010000002.1	35480662	35481604	35480653	35481589	+	3.5e-121	903	936
6	JAAOOA010000002.1	35547788	35548760	35547903	35548839	+	5.1e-96	929	936
7	JAAOOA010000002.1	35547788	35548760	35547963	35548839	+	5.1e-96	929	876
8	JAAOOA010000002.1	35531707	35532681	35531706	35532681	+	6.1e-96	929	975
9	JAAOOA010000033.1	7132589	7131646	7132608	7131642	-	1.3e-89	925	966
10	JAAOOA010000033.1	7148673	7147732	7148692	7147696	-	6e-85	927	996
11	JAAOOA010000033.1	7156967	7156013	7156974	7156020	-	5.6e-82	921	954
12	JAAOOA010000079.1	790592	789669	790592	789677	-	3.4e-124	930	915
13	JAAOOA010000100.1	188301	187362	188301	187356	-	2.2e-157	939	945
14	JAAOOA010000100.1	188301	187362	188241	187356	-	2.2e-157	939	885
15	JAAOOA010000100.1	18093	19032	18092	19037	+	3e-157	933	945
16	JAAOOA010000100.1	18093	19032	18128	19037	+	3e-157	933	909
17	JAAOOA010000100.1	26171	27110	26170	27115	+	3e-157	933	945
18	JAAOOA010000100.1	26171	27110	26206	27115	+	3e-157	933	909
19	JAAOOA010000100.1	93585	92650	93585	92616	-	7.2e-140	929	969
20	JAAOOA010000100.1	168929	167984	168929	167978	-	7e-139	932	951
21	JAAOOA010000100.1	90160	89224	90160	89215	-	9.1e-138	926	945
22	JAAOOA010000100.1	173273	172322	173291	172328	-	1.2e-136	932	963
23	JAAOOA010000100.1	173273	172322	173273	172328	-	1.2e-136	932	945
24	JAAOOA010000116.1	26283380	26282432	26283381	26282436	-	4.4e-196	937	945
25	JAAOOA010000116.1	23035600	23036548	23035598	23036543	+	2.3e-195	937	945
26	JAAOOA010000116.1	15094559	15095532	15094555	15095488	+	7.1e-171	930	933
27	JAAOOA010000116.1	15094559	15095532	15094558	15095488	+	7.1e-171	930	930
28	JAAOOA010000116.1	15094559	15095532	15094582	15095488	+	7.1e-171	930	906
29	JAAOOA010000116.1	15112377	15113340	15112402	15113308	+	1.4e-167	911	906
30	JAAOOA010000116.1	18998965	18999918	18998964	18999927	+	8e-164	945	963
31	JAAOOA010000116.1	18998965	18999918	18999003	18999927	+	8e-164	945	924
32	JAAOOA010000116.1	15125279	15126241	15125278	15126208	+	1e-158	930	930
33	JAAOOA010000116.1	15125279	15126241	15125332	15126208	+	1e-158	930	876
34	JAAOOA010000116.1	19012525	19013450	19012562	19013456	+	1.4e-156	907	894
35	JAAOOA010000116.1	15051730	15052654	15051714	15052677	+	3.8e-144	918	963
36	JAAOOA010000116.1	15092392	15093324	15092391	15093300	+	5.3e-142	908	909
37	JAAOOA010000116.1	19031301	19032230	19031266	19032235	+	9e-131	915	969
38	JAAOOA010000116.1	19031301	19032230	19031296	19032235	+	9e-131	915	939
39	JAAOOA010000170.1	482423	483361	482422	483355	+	4.7e-218	932	933
40	JAAOOA010000170.1	482423	483361	482455	483355	+	4.7e-218	932	900
41	JAAOOA010000170.1	367740	368669	367739	368696	+	8.3e-217	939	957
42	JAAOOA010000189.1	491072	490124	491073	490128	-	1.5e-194	937	945
43	JAAOOA010000220.1	401469	402404	401430	402417	+	3.9e-243	940	987
44	JAAOOA010000220.1	367960	367020	367963	367006	-	4.7e-242	946	957
45	JAAOOA010000220.1	367960	367020	367960	367006	-	4.7e-242	946	954
46	JAAOOA010000220.1	326736	325802	326748	325809	-	8.5e-225	944	939
47	JAAOOA010000220.1	326736	325802	326736	325809	-	8.5e-225	944	927
48	JAAOOA010000268.1	92501	91553	92502	91557	-	1.3e-197	937	945
49	JAAOOA010000268.1	134676	135611	134675	135611	+	9.2e-161	941	936
50	JAAOOA010000280.1	173568	174453	173519	174470	+	4.5e-43	842	951
51	JAAOOA010000547.1	219997	220945	219995	220940	+	2.5e-195	937	945
52	JAAOOA010000639.1	24709	23766	24712	23767	-	3.6e-167	932	945
53	JAAOOA010000639.1	24709	23766	24709	23767	-	3.6e-167	932	942
54	JAAOOA010000639.1	24709	23766	24682	23767	-	3.6e-167	932	915
55	JAAOOA010000639.1	24709	23766	24643	23767	-	3.6e-167	932	876
56	JAAOOA010000700.1	211579	212519	211575	212532	+	2.5e-241	945	957
57	JAAOOA010000700.1	211579	212519	211578	212532	+	2.5e-241	945	954
58	JAAOOA010000711.1	198757	199705	198755	199700	+	3.2e-198	937	945
59	JAAOOA010000711.1	120273	121198	120272	121193	+	1.7e-156	925	921
60	JAAOOA010000738.1	126450	125502	126451	125506	-	4.6e-194	937	945
61	JAAOOA010000738.1	144429	145364	144428	145364	+	1.9e-161	940	936
62	JAAOOA010000738.1	231067	230132	231067	230131	-	1.9e-161	940	936
63	JAAOOA010000768.1	17217	16277	17220	16263	-	9.6e-240	946	957
64	JAAOOA010000768.1	17217	16277	17217	16263	-	9.6e-240	946	954
65	JAAOOA010000768.1	70154	71094	70150	71107	+	1.1e-239	946	957
66	JAAOOA010000768.1	70154	71094	70153	71107	+	1.1e-239	946	954
67	JAAOOA010000768.1	13203	12265	13206	12264	-	1.1e-238	936	942
68	JAAOOA010000768.1	13203	12265	13203	12264	-	1.1e-238	936	939
69	JAAOOA010000768.1	171241	172175	171228	172167	+	3.2e-230	944	939
70	JAAOOA010000768.1	171241	172175	171240	172167	+	3.2e-230	944	927
71	JAAOOA010000768.1	178734	179667	178721	179594	+	1e-219	944	873
72	JAAOOA010000768.1	96667	97607	96669	97617	+	1.5e-212	923	948
73	JAAOOA010000887.1	149864	150812	149862	150807	+	2.4e-194	937	945
74	JAAOOA010000893.1	177186	176246	177189	176232	-	9.6e-240	946	957
75	JAAOOA010000893.1	177186	176246	177186	176232	-	9.6e-240	946	954
76	JAAOOA010000893.1	124631	123691	124634	123677	-	9.6e-240	946	957
77	JAAOOA010000893.1	124631	123691	124631	123677	-	9.6e-240	946	954
78	JAAOOA010000949.1	117253	118201	117251	118196	+	3.2e-198	937	945
79	JAAOOA010000949.1	101055	101975	101091	101970	+	1.1e-153	925	879
80	JAAOOA010000949.1	101055	101975	101097	101970	+	1.1e-153	925	873
81	JAAOOA010000967.1	59531	58601	59561	58604	-	9.8e-226	939	957
82	JAAOOA010000967.1	59531	58601	59531	58604	-	9.8e-226	939	927
83	JAAOOA010000967.1	59531	58601	59528	58604	-	9.8e-226	939	924
84	JAAOOA010000967.1	22103	21169	22103	21182	-	5.8e-216	937	921
85	JAAOOA010001020.1	91574	92522	91572	92517	+	2.3e-195	937	945
86	JAAOOA010001102.1	31445	30520	31448	30491	-	8.7e-222	946	957
87	JAAOOA010001102.1	31445	30520	31445	30491	-	8.7e-222	946	954
88	JAAOOA010001212.1	61111	62051	61107	62064	+	9.8e-245	946	957
89	JAAOOA010001212.1	61111	62051	61110	62064	+	9.8e-245	946	954
90	JAAOOA010001212.1	75679	76631	75675	76638	+	1.2e-244	942	963
91	JAAOOA010001212.1	75679	76631	75678	76638	+	1.2e-244	942	960
92	JAAOOA010001212.1	75679	76631	75762	76638	+	1.2e-244	942	876
93	JAAOOA010001367.1	45664	44716	45665	44720	-	1.7e-196	937	945
94	JAAOOA010001427.1	113768	112833	113768	112832	-	1.9e-161	940	936
95	JAAOOA010001484.1	16486	15539	16487	15578	-	8.9e-194	937	909
96	JAAOOA010001912.1	71221	70345	71276	70328	-	8.6e-41	837	948
97	JAAOOA010002688.1	22948	23883	22947	23883	+	1.9e-161	940	936
98	JAAOOA010003553.1	21865	22798	21864	22737	+	1.4e-211	937	873
