count	sca	fr	to	real_fr	real_to	strand	evalue	hmmlen	len_cds
1	PIZI01000025.1	2418060	2418990	2418003	2419011	+	6.5e-190	916	1008
2	PIZI01000025.1	2418060	2418990	2418060	2419011	+	6.5e-190	916	951
3	PIZI01000040.1	9865516	9864582	9865572	9864519	-	2.5e-149	900	1053
4	PIZI01000051.1	315764	316716	315748	316732	+	6.9e-209	918	984
5	PIZI01000051.1	349786	350744	349770	350754	+	1.8e-206	919	984
6	PIZI01000051.1	299514	300465	299498	300518	+	7.5e-206	915	1020
7	PIZI01000051.1	299514	300465	299522	300518	+	7.5e-206	915	996
8	PIZI01000051.1	299514	300465	299558	300518	+	7.5e-206	915	960
9	PIZI01000051.1	332042	332983	331986	333012	+	2.3e-204	906	1026
10	PIZI01000051.1	332042	332983	332025	333012	+	2.3e-204	906	987
11	PIZI01000051.1	289431	290391	289411	290410	+	9.2e-203	914	999
12	PIZI01000051.1	289431	290391	289420	290410	+	9.2e-203	914	990
13	PIZI01000051.1	459560	460518	459543	460542	+	2.4e-199	918	999
14	PIZI01000051.1	459560	460518	459630	460542	+	2.4e-199	918	912
15	PIZI01000051.1	459560	460518	459642	460542	+	2.4e-199	918	900
16	PIZI01000051.1	450006	450964	449989	450976	+	1.6e-198	917	987
17	PIZI01000051.1	450006	450964	450076	450976	+	1.6e-198	917	900
18	PIZI01000051.1	450006	450964	450103	450976	+	1.6e-198	917	873
19	PIZI01000051.1	437428	438384	437411	438398	+	3.3e-196	916	987
20	PIZI01000051.1	437428	438384	437498	438398	+	3.3e-196	916	900
21	PIZI01000051.1	46506	47451	46487	47459	+	1.2e-193	914	972
22	PIZI01000051.1	46506	47451	46574	47459	+	1.2e-193	914	885
23	PIZI01000051.1	369262	370217	369255	370242	+	1.8e-193	923	987
24	PIZI01000051.1	369262	370217	369330	370242	+	1.8e-193	923	912
25	PIZI01000051.1	270495	271440	270479	271406	+	1.9e-192	904	927
26	PIZI01000051.1	270495	271440	270503	271406	+	1.9e-192	904	903
27	PIZI01000051.1	397320	398264	397313	398291	+	2.8e-185	908	978
28	PIZI01000051.1	397320	398264	397397	398291	+	2.8e-185	908	894
29	PIZI01000051.1	250943	251893	250936	251920	+	6.3e-177	903	984
30	PIZI01000051.1	250943	251893	250996	251920	+	6.3e-177	903	924
31	PIZI01000051.1	541407	542367	541320	542376	+	1.2e-166	916	1056
32	PIZI01000051.1	541407	542367	541431	542376	+	1.2e-166	916	945
33	PIZI01000051.1	541407	542367	541476	542376	+	1.2e-166	916	900
34	PIZI01000051.1	555513	556453	555425	556484	+	1.6e-145	907	1059
35	PIZI01000051.1	555513	556453	555482	556484	+	1.6e-145	907	1002
36	PIZI01000071.1	506396	505473	506449	505465	-	2.5e-184	916	984
37	PIZI01000071.1	506396	505473	506392	505465	-	2.5e-184	916	927
38	PIZI01000071.1	506396	505473	506365	505465	-	2.5e-184	916	900
39	PIZI01000071.1	431100	430186	431153	430184	-	3.6e-177	904	969
40	PIZI01000071.1	431100	430186	431129	430184	-	3.6e-177	904	945
41	PIZI01000071.1	431100	430186	431123	430184	-	3.6e-177	904	939
42	PIZI01000071.1	431100	430186	431108	430184	-	3.6e-177	904	924
43	PIZI01000071.1	431100	430186	431099	430184	-	3.6e-177	904	915
44	PIZI01000118.1	347830	348762	347776	348769	+	1.4e-183	927	993
45	PIZI01000118.1	347830	348762	347812	348769	+	1.4e-183	927	957
46	PIZI01000118.1	347830	348762	347830	348769	+	1.4e-183	927	939
47	PIZI01000118.1	347830	348762	347893	348769	+	1.4e-183	927	876
48	PIZI01000118.1	124060	123133	124059	123138	-	5.9e-171	925	921
49	PIZI01000118.1	102536	103465	102494	103451	+	1.2e-151	916	957
50	PIZI01000118.1	102536	103465	102536	103451	+	1.2e-151	916	915
51	PIZI01000118.1	186488	187415	186419	187406	+	5e-148	915	987
52	PIZI01000118.1	186488	187415	186488	187406	+	5e-148	915	918
53	PIZI01000118.1	254662	253733	254730	253713	-	2.3e-139	901	1017
54	PIZI01000118.1	254662	253733	254661	253713	-	2.3e-139	901	948
55	PIZI01000118.1	254662	253733	254658	253713	-	2.3e-139	901	945
56	PIZI01000118.1	307508	306608	307507	306628	-	5.7e-135	903	879
57	PIZI01000118.1	236479	237421	236493	237402	+	1.7e-127	904	909
58	PIZI01000118.1	320065	321037	319999	321070	+	1.2e-123	916	1071
59	PIZI01000118.1	320065	321037	320065	321070	+	1.2e-123	916	1005
60	PIZI01000118.1	379563	380526	379498	380470	+	3.2e-97	837	972
61	PIZI01000216.1	97653	96730	97760	96737	-	3.9e-187	910	1023
62	PIZI01000216.1	97653	96730	97706	96737	-	3.9e-187	910	969
63	PIZI01000216.1	97653	96730	97682	96737	-	3.9e-187	910	945
64	PIZI01000216.1	97653	96730	97676	96737	-	3.9e-187	910	939
65	PIZI01000216.1	97653	96730	97661	96737	-	3.9e-187	910	924
66	PIZI01000216.1	97653	96730	97652	96737	-	3.9e-187	910	915
67	PIZI01000813.1	19718	20501	19702	20590	+	7.7e-172	745	888
68	PIZI01001644.1	10705	11649	10786	11671	+	6.2e-168	903	885
69	PIZI01002284.1	15457	16394	15388	16354	+	4.6e-156	908	966
70	PIZI01002284.1	15457	16394	15454	16354	+	4.6e-156	908	900
