count	sca	fr	to	real_fr	real_to	strand	evalue	hmmlen	len_cds
1	PIZI01000025.1	2418058	2418990	2418003	2419011	+	3.5e-189	926	1008
2	PIZI01000025.1	2418058	2418990	2418060	2419011	+	3.5e-189	926	951
3	PIZI01000040.1	9865518	9864592	9865572	9864519	-	1.3e-154	897	1053
4	PIZI01000051.1	332047	333009	331986	333012	+	4.8e-204	929	1026
5	PIZI01000051.1	332047	333009	332025	333012	+	4.8e-204	929	987
6	PIZI01000051.1	315770	316732	315748	316732	+	1.2e-203	923	984
7	PIZI01000051.1	299520	300485	299498	300518	+	5e-201	915	1020
8	PIZI01000051.1	299520	300485	299522	300518	+	5e-201	915	996
9	PIZI01000051.1	299520	300485	299558	300518	+	5e-201	915	960
10	PIZI01000051.1	349792	350754	349770	350754	+	6e-201	920	984
11	PIZI01000051.1	289445	290407	289411	290410	+	2.6e-198	926	999
12	PIZI01000051.1	289445	290407	289420	290410	+	2.6e-198	926	990
13	PIZI01000051.1	459565	460531	459543	460542	+	1.2e-190	923	999
14	PIZI01000051.1	459565	460531	459630	460542	+	1.2e-190	923	912
15	PIZI01000051.1	459565	460531	459642	460542	+	1.2e-190	923	900
16	PIZI01000051.1	450011	450977	449989	450976	+	2e-188	921	987
17	PIZI01000051.1	450011	450977	450076	450976	+	2e-188	921	900
18	PIZI01000051.1	450011	450977	450103	450976	+	2e-188	921	873
19	PIZI01000051.1	46511	47448	46487	47459	+	4.5e-188	899	972
20	PIZI01000051.1	46511	47448	46574	47459	+	4.5e-188	899	885
21	PIZI01000051.1	369277	370239	369255	370242	+	3.4e-187	921	987
22	PIZI01000051.1	369277	370239	369330	370242	+	3.4e-187	921	912
23	PIZI01000051.1	270501	271471	270479	271406	+	1.1e-186	919	927
24	PIZI01000051.1	270501	271471	270503	271406	+	1.1e-186	919	903
25	PIZI01000051.1	437433	438375	437411	438398	+	3.2e-186	914	987
26	PIZI01000051.1	437433	438375	437498	438398	+	3.2e-186	914	900
27	PIZI01000051.1	397335	398288	397313	398291	+	1.1e-179	920	978
28	PIZI01000051.1	397335	398288	397397	398291	+	1.1e-179	920	894
29	PIZI01000051.1	250958	251920	250936	251920	+	1.9e-169	920	984
30	PIZI01000051.1	250958	251920	250996	251920	+	1.9e-169	920	924
31	PIZI01000051.1	541411	542376	541320	542376	+	5.9e-156	923	1056
32	PIZI01000051.1	541411	542376	541431	542376	+	5.9e-156	923	945
33	PIZI01000051.1	541411	542376	541476	542376	+	5.9e-156	923	900
34	PIZI01000051.1	555517	556474	555425	556484	+	7.9e-144	924	1059
35	PIZI01000051.1	555517	556474	555482	556484	+	7.9e-144	924	1002
36	PIZI01000071.1	506398	505471	506449	505465	-	3.1e-186	904	984
37	PIZI01000071.1	506398	505471	506392	505465	-	3.1e-186	904	927
38	PIZI01000071.1	506398	505471	506365	505465	-	3.1e-186	904	900
39	PIZI01000071.1	431102	430182	431153	430184	-	4e-182	926	969
40	PIZI01000071.1	431102	430182	431129	430184	-	4e-182	926	945
41	PIZI01000071.1	431102	430182	431123	430184	-	4e-182	926	939
42	PIZI01000071.1	431102	430182	431108	430184	-	4e-182	926	924
43	PIZI01000071.1	431102	430182	431099	430184	-	4e-182	926	915
44	PIZI01000118.1	347828	348742	347776	348769	+	4.8e-185	926	993
45	PIZI01000118.1	347828	348742	347812	348769	+	4.8e-185	926	957
46	PIZI01000118.1	347828	348742	347830	348769	+	4.8e-185	926	939
47	PIZI01000118.1	347828	348742	347893	348769	+	4.8e-185	926	876
48	PIZI01000118.1	124062	123149	124059	123138	-	2.4e-179	928	921
49	PIZI01000118.1	186486	187409	186419	187406	+	2.3e-158	928	987
50	PIZI01000118.1	186486	187409	186488	187406	+	2.3e-158	928	918
51	PIZI01000118.1	102534	103451	102494	103451	+	1.6e-154	929	957
52	PIZI01000118.1	102534	103451	102536	103451	+	1.6e-154	929	915
53	PIZI01000118.1	254664	253752	254730	253713	-	7.5e-145	881	1017
54	PIZI01000118.1	254664	253752	254661	253713	-	7.5e-145	881	948
55	PIZI01000118.1	254664	253752	254658	253713	-	7.5e-145	881	945
56	PIZI01000118.1	307510	306603	307507	306628	-	4.7e-142	912	879
57	PIZI01000118.1	173863	172966	173929	172819	-	1.2e-138	880	1110
58	PIZI01000118.1	173863	172966	173860	172819	-	1.2e-138	880	1041
59	PIZI01000118.1	173863	172966	173722	172819	-	1.2e-138	880	903
60	PIZI01000118.1	236485	237413	236493	237402	+	1.1e-135	918	909
61	PIZI01000118.1	320063	321028	319999	321070	+	2.2e-128	922	1071
62	PIZI01000118.1	320063	321028	320065	321070	+	2.2e-128	922	1005
63	PIZI01000118.1	379597	380527	379498	380470	+	2.7e-109	874	972
64	PIZI01000216.1	97655	96735	97760	96737	-	1.9e-191	928	1023
65	PIZI01000216.1	97655	96735	97706	96737	-	1.9e-191	928	969
66	PIZI01000216.1	97655	96735	97682	96737	-	1.9e-191	928	945
67	PIZI01000216.1	97655	96735	97676	96737	-	1.9e-191	928	939
68	PIZI01000216.1	97655	96735	97661	96737	-	1.9e-191	928	924
69	PIZI01000216.1	97655	96735	97652	96737	-	1.9e-191	928	915
70	PIZI01000813.1	19724	20505	19702	20590	+	2.7e-173	759	888
71	PIZI01001644.1	10720	11677	10786	11671	+	1.3e-160	914	885
72	PIZI01002284.1	15452	16387	15388	16354	+	2e-166	902	966
73	PIZI01002284.1	15452	16387	15454	16354	+	2e-166	902	900
