count	sca	fr	to	real_fr	real_to	strand	evalue	hmmlen	len_cds
1	PIZI01000025.1	2418055	2418990	2418003	2419011	+	1.1e-190	930	1008
2	PIZI01000025.1	2418055	2418990	2418060	2419011	+	1.1e-190	930	951
3	PIZI01000040.1	9865521	9864592	9865572	9864519	-	4.3e-156	901	1053
4	PIZI01000051.1	332044	333009	331986	333012	+	9.7e-205	932	1026
5	PIZI01000051.1	332044	333009	332025	333012	+	9.7e-205	932	987
6	PIZI01000051.1	315768	316732	315748	316732	+	1.1e-203	922	984
7	PIZI01000051.1	299517	300484	299498	300518	+	8.1e-202	918	1020
8	PIZI01000051.1	299517	300484	299522	300518	+	8.1e-202	918	996
9	PIZI01000051.1	299517	300484	299558	300518	+	8.1e-202	918	960
10	PIZI01000051.1	349790	350712	349770	350754	+	1.5e-200	892	984
11	PIZI01000051.1	289442	290407	289411	290410	+	2.5e-198	931	999
12	PIZI01000051.1	289442	290407	289420	290410	+	2.5e-198	931	990
13	PIZI01000051.1	459562	460531	459543	460542	+	2.7e-191	930	999
14	PIZI01000051.1	459562	460531	459630	460542	+	2.7e-191	930	912
15	PIZI01000051.1	459562	460531	459642	460542	+	2.7e-191	930	900
16	PIZI01000051.1	450008	450977	449989	450976	+	4.8e-189	920	987
17	PIZI01000051.1	450008	450977	450076	450976	+	4.8e-189	920	900
18	PIZI01000051.1	450008	450977	450103	450976	+	4.8e-189	920	873
19	PIZI01000051.1	46507	47447	46487	47459	+	3.1e-188	900	972
20	PIZI01000051.1	46507	47447	46574	47459	+	3.1e-188	900	885
21	PIZI01000051.1	270498	271471	270479	271406	+	1.6e-187	922	927
22	PIZI01000051.1	270498	271471	270503	271406	+	1.6e-187	922	903
23	PIZI01000051.1	369274	370239	369255	370242	+	2.9e-187	926	987
24	PIZI01000051.1	369274	370239	369330	370242	+	2.9e-187	926	912
25	PIZI01000051.1	437430	438375	437411	438398	+	9.7e-187	919	987
26	PIZI01000051.1	437430	438375	437498	438398	+	9.7e-187	919	900
27	PIZI01000051.1	397332	398288	397313	398291	+	5.5e-180	931	978
28	PIZI01000051.1	397332	398288	397397	398291	+	5.5e-180	931	894
29	PIZI01000051.1	250957	251920	250936	251920	+	2.8e-169	920	984
30	PIZI01000051.1	250957	251920	250996	251920	+	2.8e-169	920	924
31	PIZI01000051.1	541410	542376	541320	542376	+	7.7e-147	917	1056
32	PIZI01000051.1	541410	542376	541431	542376	+	7.7e-147	917	945
33	PIZI01000051.1	541410	542376	541476	542376	+	7.7e-147	917	900
34	PIZI01000051.1	555513	556474	555425	556484	+	4.4e-142	924	1059
35	PIZI01000051.1	555513	556474	555482	556484	+	4.4e-142	924	1002
36	PIZI01000071.1	506401	505471	506449	505465	-	3.4e-187	907	984
37	PIZI01000071.1	506401	505471	506392	505465	-	3.4e-187	907	927
38	PIZI01000071.1	506401	505471	506365	505465	-	3.4e-187	907	900
39	PIZI01000071.1	431105	430182	431153	430184	-	5.7e-184	930	969
40	PIZI01000071.1	431105	430182	431129	430184	-	5.7e-184	930	945
41	PIZI01000071.1	431105	430182	431123	430184	-	5.7e-184	930	939
42	PIZI01000071.1	431105	430182	431108	430184	-	5.7e-184	930	924
43	PIZI01000071.1	431105	430182	431099	430184	-	5.7e-184	930	915
44	PIZI01000118.1	347825	348742	347776	348769	+	1.6e-186	929	993
45	PIZI01000118.1	347825	348742	347812	348769	+	1.6e-186	929	957
46	PIZI01000118.1	347825	348742	347830	348769	+	1.6e-186	929	939
47	PIZI01000118.1	347825	348742	347893	348769	+	1.6e-186	929	876
48	PIZI01000118.1	124065	123149	124059	123138	-	5.1e-181	931	921
49	PIZI01000118.1	186483	187409	186419	187406	+	3.2e-160	932	987
50	PIZI01000118.1	186483	187409	186488	187406	+	3.2e-160	932	918
51	PIZI01000118.1	102531	103451	102494	103451	+	1.5e-155	933	957
52	PIZI01000118.1	102531	103451	102536	103451	+	1.5e-155	933	915
53	PIZI01000118.1	254667	253746	254730	253713	-	1.7e-146	885	1017
54	PIZI01000118.1	254667	253746	254661	253713	-	1.7e-146	885	948
55	PIZI01000118.1	254667	253746	254658	253713	-	1.7e-146	885	945
56	PIZI01000118.1	307513	306603	307507	306628	-	8.8e-144	916	879
57	PIZI01000118.1	173866	172966	173929	172819	-	2.1e-140	884	1110
58	PIZI01000118.1	173866	172966	173860	172819	-	2.1e-140	884	1041
59	PIZI01000118.1	173866	172966	173722	172819	-	2.1e-140	884	903
60	PIZI01000118.1	236478	237413	236493	237402	+	8.2e-137	927	909
61	PIZI01000118.1	320060	321028	319999	321070	+	5.6e-130	926	1071
62	PIZI01000118.1	320060	321028	320065	321070	+	5.6e-130	926	1005
63	PIZI01000118.1	379601	380522	379498	380470	+	5.9e-110	874	972
64	PIZI01000216.1	97658	96735	97760	96737	-	2.3e-193	931	1023
65	PIZI01000216.1	97658	96735	97706	96737	-	2.3e-193	931	969
66	PIZI01000216.1	97658	96735	97682	96737	-	2.3e-193	931	945
67	PIZI01000216.1	97658	96735	97676	96737	-	2.3e-193	931	939
68	PIZI01000216.1	97658	96735	97661	96737	-	2.3e-193	931	924
69	PIZI01000216.1	97658	96735	97652	96737	-	2.3e-193	931	915
70	PIZI01000813.1	19721	20508	19702	20590	+	3.6e-174	762	888
71	PIZI01001644.1	10719	11676	10786	11671	+	1.9e-160	914	885
72	PIZI01002284.1	15449	16387	15388	16354	+	1.6e-167	910	966
73	PIZI01002284.1	15449	16387	15454	16354	+	1.6e-167	910	900
